paper_id,chunk_id,text
PMC11988870,PMC11988870_000,"Microgravity, defined by minimal gravitational forces, represents a unique environment that profoundly influences biological systems, including human cells. This review examines the effects of microgravity on biological processes and their implications for human health. Microgravity significantly impacts the immune system by disrupting key mechanisms, such as T cell activation, cytokine production, and macrophage differentiation, leading to increased susceptibility to infections. In cancer biology, it promotes the formation of spheroids in cancer stem cells and thyroid cancer cells, which closely mimic in vivo tumor dynamics, providing novel insights for oncology research. Additionally, microgravity enhances tissue regeneration by modulating critical pathways, including Hippo and PI3K-Akt, thereby improving stem cell differentiation into hematopoietic and cardiomyocyte lineages."
PMC11988870,PMC11988870_001,"At the organ level, microgravity induces notable changes in hepatic metabolism, endothelial function, and bone mechanotransduction, contributing to lipid dysregulation, vascular remodeling, and accelerated bone loss. Notably, cardiomyocytes derived from human pluripotent stem cells and cultured under microgravity exhibit enhanced mitochondrial biogenesis, improved calcium handling, and advanced structural maturation, including increased sarcomere length and nuclear eccentricity. These advancements enable the development of functional cardiomyocytes, presenting promising therapeutic opportunities for treating cardiac diseases, such as myocardial infarctions. These findings underscore the dual implications of microgravity for space medicine and terrestrial health. They highlight its potential to drive advances in regenerative therapies, oncology, and immunological interventions."
PMC11988870,PMC11988870_002,"Continued research into the biological effects of microgravity is essential for protecting astronaut health during prolonged space missions and fostering biomedical innovations with transformative applications on Earth. Keywords: microgravity, tissue effects, immune system, cardiomyocytes, cancer biology, human health"
PMC7998608,PMC7998608_000,"Therapeutic effects of adult stem-cell transplantations are limited by poor cell-retention in target organs, and a reduced potential for optimal cell differentiation compared to embryonic stem cells. However, contemporary studies have indicated heterogeneity within adult stem-cell pools, and a novel culturing technique may address these limitations by selecting those for cell proliferation which are highly functional. Here, we report the preservation of stemness in human adipose-derived stem cells (hASCs) by using microgravity conditions combined with microspheres in a stirred suspension. The cells were bound to microspheres (100−300 μm) and cultured using a wave-stirring shaker."
PMC7998608,PMC7998608_001,"One-week cultures using polystyrene and collagen microspheres increased the proportions of SSEA-3(+) hASCs 4.4- and 4.3-fold (2.7- and 2.9-fold increases in their numbers), respectively, compared to normal culture conditions. These cultured hASCs expressed higher levels of pluripotent markers (OCT4, SOX2, NANOG, MYC, and KLF), and had improved abilities for proliferation, colony formation, network formation, and multiple-mesenchymal differentiation. We believe that this novel culturing method may further enhance regenerative therapies using hASCs. Keywords: adipose-derived stem cell, microgravity culture, polystyrene microsphere, collagen microsphere, multilineage-differentiating stress-enduring cell"
PMC5587110,PMC5587110_000,"The International Space Station (ISS) National Laboratory is dedicated to studying the effects of space on life and physical systems, and to developing new science and technologies for space exploration. A key aspect of achieving these goals is to operate the ISS National Lab more like an Earth-based laboratory, conducting complex end-to-end experimentation, not limited to simple microgravity exposure. Towards that end NASA developed a novel suite of molecular biology laboratory tools, reagents, and methods, named WetLab-2, uniquely designed to operate in microgravity, and to process biological samples for real-time gene expression analysis on-orbit. This includes a novel fluidic RNA Sample Preparation Module and fluid transfer devices, all-in-one lyophilized PCR assays, centrifuge, and a real-time PCR thermal cycler."
PMC5587110,PMC5587110_001,"Here we describe the results from the WetLab-2 validation experiments conducted in microgravity during ISS increment 47/SPX-8. Specifically, quantitative PCR was performed on a concentration series of DNA calibration standards, and Reverse Transcriptase-quantitative PCR was conducted on RNA extracted and purified on-orbit from frozen Escherichia coli and mouse liver tissue. Cycle threshold (Ct) values and PCR efficiencies obtained on-orbit from DNA standards were similar to Earth (1 g) controls. Also, on-orbit multiplex analysis of gene expression from bacterial cells and mammalian tissue RNA samples was successfully conducted in about 3 h, with data transmitted within 2 h of experiment completion. Thermal cycling in microgravity resulted in the trapping of gas bubbles inside septa cap assay tubes, causing small but measurable increases in Ct curve noise and variability."
PMC5587110,PMC5587110_002,Bubble formation was successfully suppressed in a rapid follow-up on-orbit experiment using standard caps to pressurize PCR tubes and reduce gas release during heating cycles. The WetLab-2 facility now provides a novel operational on-orbit research capability for molecular biology and demonstrates the feasibility of more complex wet bench experiments in the ISS National Lab environment.
PMC8396460,PMC8396460_000,"Spaceflight causes cardiovascular changes due to microgravity-induced redistribution of body fluids and musculoskeletal unloading. Cardiac deconditioning and atrophy on Earth are associated with altered Trp53 and oxidative stress-related pathways, but the effects of spaceflight on cardiac changes at the molecular level are less understood. We tested the hypothesis that spaceflight alters the expression of key genes related to stress response pathways, which may contribute to cardiovascular deconditioning during extended spaceflight. Mice were exposed to spaceflight for 15 days or maintained on Earth (ground control). Ventricle tissue was harvested starting ~3 h post-landing. We measured expression of select genes implicated in oxidative stress pathways and Trp53 signaling by quantitative PCR. Cardiac expression levels of 37 of 168 genes tested were altered after spaceflight."
PMC8396460,PMC8396460_001,"Spaceflight downregulated transcription factor, Nfe2l2 (Nrf2) , upregulated Nox1 and downregulated Ptgs2 , suggesting a persistent increase in oxidative stress-related target genes. Spaceflight also substantially upregulated Cdkn1a ( p21 ) and cell cycle/apoptosis-related gene Myc , and downregulated the inflammatory response gene Tnf . There were no changes in apoptosis-related genes such as Trp53 . Spaceflight altered the expression of genes regulating redox balance, cell cycle and senescence in cardiac tissue of mice. Thus, spaceflight may contribute to cardiac dysfunction due to oxidative stress. Keywords: spaceflight, microgravity, heart, gene expression, oxidative stress, Nfe2l2 , NADPH oxidase, Ptgs2 , Cdkn1a , Myc"
PMC5666799,PMC5666799_000,"Space radiation may pose a risk to skeletal health during subsequent aging. Irradiation acutely stimulates bone remodeling in mice, although the long-term influence of space radiation on bone-forming potential (osteoblastogenesis) and possible adaptive mechanisms are not well understood. We hypothesized that ionizing radiation impairs osteoblastogenesis in an ion-type specific manner, with low doses capable of modulating expression of redox-related genes. 16-weeks old, male, C57BL6/J mice were exposed to low linear-energy-transfer (LET) protons (150 MeV/n) or high-LET 56 Fe ions (600 MeV/n) using either low (5 or 10 cGy) or high (50 or 200 cGy) doses at NASA’s Space Radiation Lab. Five weeks or one year after irradiation, tissues were harvested and analyzed by microcomputed tomography for cancellous microarchitecture and cortical geometry."
PMC5666799,PMC5666799_001,"Marrow-derived, adherent cells were grown under osteoblastogenic culture conditions. Cell lysates were analyzed by RT-PCR during the proliferative or mineralizing phase of growth, and differentiation was analyzed by imaging mineralized nodules. As expected, a high dose (200 cGy), but not lower doses, of either 56 Fe or protons caused a loss of cancellous bone volume/total volume. Marrow cells produced mineralized nodules ex vivo regardless of radiation type or dose; 56 Fe (200 cGy) inhibited osteoblastogenesis by more than 90% (5 weeks and 1 year post-IR). After 5 weeks, irradiation (protons or 56 Fe) caused few changes in gene expression levels during osteoblastogenesis, although a high dose 56 Fe (200 cGy) increased Catalase and Gadd45 ."
PMC5666799,PMC5666799_002,"The addition of exogenous superoxide dismutase (SOD) protected marrow-derived osteoprogenitors from the damaging effects of exposure to low-LET ( 137 Cs γ) when irradiated in vitro, but had limited protective effects on high-LET 56 Fe-exposed cells. In sum, either protons or 56 Fe at a relatively high dose (200 cGy) caused persistent bone loss, whereas only high-LET 56 Fe increased redox-related gene expression, albeit to a limited extent, and inhibited osteoblastogenesis. Doses below 50 cGy did not elicit widespread responses in any parameter measured. We conclude that high-LET irradiation at 200 cGy impaired osteoblastogenesis and regulated steady-state gene expression of select redox-related genes during osteoblastogenesis, which may contribute to persistent bone loss. Keywords: cancellous bone, osteoblast, ionizing radiation, spaceflight, oxidative stress"
PMC5460236,PMC5460236_000,"NASA’s Space Biology and Human Research Program entities have recently spearheaded communications both internally and externally to coordinate the agency’s translational research efforts. In this paper, we strongly advocate for translational research at NASA, provide recent examples of NASA sponsored early-stage translational research, and discuss options for a path forward. Our overall objective is to help in stimulating a collaborative research across multiple disciplines and entities that, working together, will more effectively and more rapidly achieve NASA’s goals for human spaceflight."
PMC6222041,PMC6222041_000,"One potentially important bone quality characteristic is the response of bone to cyclic (repetitive) mechanical loading. In small animals, such as in rats and mice, cyclic loading experiments are particularly challenging to perform in a precise manner due to the small size of the bones and difficult-to-eliminate machine compliance. Addressing this issue, we developed a precise method for ex vivo cyclic compressive loading of isolated mouse vertebral bodies. The method has three key characteristics: 3D-printed support jigs for machining plano-parallel surfaces of the tiny vertebrae; pivotable loading platens to ensure uniform contact and loading of specimen surfaces; and specimen-specific micro-CT-based finite element analysis to measure stiffness to prescribe force levels that produce the same specified level of strain for all test specimens."
PMC6222041,PMC6222041_001,"To demonstrate utility, we measured fatigue life for three groups ( n = 5–6 per group) of L5 vertebrae of C57BL/6J male mice, comparing our new method against two methods commonly used in the literature. We found reduced scatter of the mechanical behavior for this new method compared to the literature methods. In particular, for a controlled level of strain, the standard deviation of the measured fatigue life was up to 5-fold lower for the new method (F-ratio = 4.9; p < 0.01). The improved precision for this new method for biomechanical testing of small-animal vertebrae may help elucidate aspects of bone quality. Keywords: Fatigue, Bone mechanics, Mouse, Vertebrae, Bone quality"
PMC6813909,PMC6813909_000,"Bone can become brittle when exposed to ionizing radiation across a wide range of clinically relevant doses that span from radiotherapy (accumulative 50 Gy) to sterilization (~35,000 Gy). While irradiation-induced embrittlement has been attributed to changes in the collagen molecular structure, the relative role of collagen fragmentation versus non-enzymatic collagen crosslinking remains unclear. To better understand the effects of radiation on the bone material without cellular activity, we conducted an ex vivo x-ray radiation experiment on excised mouse lumbar vertebrae. Spinal tissue from twenty-week old, female, C57BL/6J mice were randomly assigned to a single x-ray radiation dose of either 0 (control), 50, 1,000, 17,000, or 35,000 Gy."
PMC6813909,PMC6813909_001,"Measurements were made for collagen fragmentation, non-enzymatic collagen crosslinking, and both monotonic and cyclic-loading compressive mechanical properties. We found that the group differences for mechanical properties were more consistent with those for collagen fragmentation than for non-enzymatic collagen crosslinking. Monotonic strength at 17,000 and 35,000 Gy was lower than that of the control by 50% and 73% respectively, ( p < 0.001) but at 50 and 1,000 Gy was not different than the control. Consistent with those trends, collagen fragmentation only occurred at 17,000 and 35,000 Gy. By contrast, non-enzymatic collagen crosslinking was greater than control for all radiation doses ( p < 0.001). All results were consistent both for monotonic and cyclic loading conditions."
PMC6813909,PMC6813909_002,"We conclude that the reductions in bone compressive monotonic strength and fatigue life due to ex vivo ionizing radiation are more likely caused by fragmentation of the collagen backbone than any increases in non-enzymatic collagen crosslinks. Keywords: ionizing radiation, bone strength, fatigue, collagen, sterilization, bone-graft"
PMC4095884,PMC4095884_000,"C2C12 myotube stretch caused a robust increase in P-p70S6K, but decreased P-FAK and P-ERK2. Neither Akt nor ERK1 were responsive to passive stretch. Similar but non-significant trends were observed in C57 primary cultures in response to stretch, and γ-SG -/- cultures displayed no p70S6K response. In contrast, in isolated muscles, p70S6K was mechanically responsive. Basal p70S6K activation was elevated in muscles of γ-SG -/- mice, in a calcium-independent manner. p70S6K activation increased with stretch in both C57 and γ-SG -/- isolated muscles, and was sustained in γ-SG -/- muscles, unlike the transient response in C57 muscles. Rapamycin treatment blocked all of p70S6K activation in stretched C57 muscles, and reduced downstream S6RP phosphorylation. However, even though rapamycin treatment decreased p70S6K activation in stretched γ-SG -/- muscles, S6RP phosphorylation remained elevated."
PMC4095884,PMC4095884_001,"p70S6K is an important component of γ-sarcoglycan-dependent mechanotransduction in skeletal muscle. Our results suggest that loss of γ-sarcoglycan uncouples the response of p70S6K to stretch and implies that γ-sarcoglycan is important for inactivation of this pathway. Overall, we assert that altered load-sensing mechanisms exist in muscular dystrophies where the sarcoglycans are absent. Keywords: Sarcoglycan, Sarcoglycanopathies, Limb girdle muscular dystrophy, Mechanotransduction, Mechano-sensing, Load-sensing, p70S6K, S6K, p70S6 kinase, ERK1/2"
PMC3040128,PMC3040128_000,"Here we report that AtRabD2b and AtRabD2c play important roles in pollen development, germination and tube elongation. AtrabD2b and AtrabD2c single mutants have no obvious morphological changes compared with wild-type plants across a variety of growth conditions. An AtrabD2b/2c double mutant is also indistinguishable from wild-type plants during vegetative growth; however its siliques are shorter than those in wild-type plants. Compared with wild-type plants, AtrabD2b/2c mutants produce deformed pollen with swollen and branched pollen tube tips. The shorter siliques in the AtrabD2b/2c double mutant were found to be primarily due to the pollen defects. AtRabD2b and AtRabD2c have different but overlapping expression patterns, and they are both highly expressed in pollen. Both AtRabD2b and AtRabD2c protein localize to Golgi bodies."
PMC3040128,PMC3040128_001,These findings support a partially redundant role for AtRabD2b and AtRabD2c in vesicle trafficking during pollen tube growth that cannot be fulfilled by the remaining AtRabD family members.
PMC3177255,PMC3177255_000,"The Arabidopsis ( Arabidopsis thaliana ) soluble N -ethylmaleimide-sensitive factor attachment protein receptor SYP41 is involved in vesicle fusion at the trans-Golgi network (TGN) and interacts with AtVPS45, SYP61, and VTI12. These proteins are involved in diverse cellular processes, including vacuole biogenesis and stress tolerance. A previously uncharacterized protein, named TNO1 (for TGN-localized SYP41-interacting protein), was identified by coimmunoprecipitation as a SYP41-interacting protein. TNO1 was found to localize to the TGN by immunofluorescence microscopy. A tno1 mutant showed increased sensitivity to high concentrations of NaCl, KCl, and LiCl and also to mannitol-induced osmotic stress. Localization of SYP61, which is involved in the salt stress response, was disrupted in the tno1 mutant."
PMC3177255,PMC3177255_001,"Vacuolar proteins were partially secreted to the apoplast in the tno1 mutant, suggesting that TNO1 is required for efficient protein trafficking to the vacuole. The tno1 mutant had delayed formation of the brefeldin A (BFA) compartment in cotyledons upon application of BFA, suggesting less efficient membrane fusion processes in the mutant. Unlike most TGN proteins, TNO1 does not relocate to the BFA compartment upon BFA treatment. These data demonstrate that TNO1 is involved in vacuolar trafficking and salt tolerance, potentially via roles in vesicle fusion and in maintaining TGN structure or identity. The plant vacuole is a versatile organelle that has important functions, including maintaining turgor, ion homeostasis, compartmentalizing toxic material, accumulating defense compounds, and storing and degrading proteins ( Marty, 1999 )."
PMC3177255,PMC3177255_002,"To maintain these functions, correct transport of vacuolar proteins is required. Vacuolar proteins are synthesized at the endoplasmic reticulum (ER) and are transported cotranslationally into the ER lumen. From the ER, they are transported to the trans-Golgi network (TGN) via the Golgi ( Törmäkangas et al., 2001 ). In the TGN, vacuolar proteins with sequence-specific vacuolar sorting determinants are thought to be recognized by vacuolar sorting receptors (VSRs; Kirsch et al., 1994 ; Ahmed et al., 2000 ; daSilva et al., 2005 ), although a recent report has suggested that recognition of cargo by VSRs may occur as early as the ER ( Niemes et al., 2010 ). Storage proteins with C-terminal sorting sequences are also bound by VSRs or by a second putative sorting receptor, RMR1 ( Jiang et al., 2000 ; Shimada et al., 2003a ; Park et al., 2005 , 2007 ; Hinz et al., 2007 )."
PMC3177255,PMC3177255_003,"After the receptors recognize their cargo, vacuolar proteins are transported to the prevacuolar compartment (PVC; Sanderfoot et al., 1998 ; Happel et al., 2004 ; Song et al., 2006 ) before transport on to the vacuole. In mammalian cells, cargo receptors are recycled from their destination to the site of cargo binding ( Seaman, 2005 ). VSR1 was found to localize to the TGN and the PVC ( Paris et al., 1997 ; Sanderfoot et al., 1998 ); thus, VSR1 was also suggested to cycle between these organelles. Soluble N -ethylmaleimide-sensitive factor attachment protein receptors (SNAREs) are integral membrane proteins required for the fusion of vesicles with their target membrane. SNAREs can be classified based on their site of function: v (vesicle)-SNAREs are localized to the vesicle membrane, and t (target)-SNAREs are localized to the target membrane ( Rothman, 1994 ; Søgaard et al., 1994 )."
PMC3177255,PMC3177255_004,"Generally, one v-SNARE on the vesicle and three t-SNAREs on the target membrane form a trans-SNARE complex, bringing the two membranes in contact and driving membrane fusion ( McNew et al., 2000 ). Clathrin-coated vesicles containing VSR1 contain the v-SNARE VTI11, which forms a SNARE complex with SYP5, SYP2, and VAMP727 at the PVC during anterograde trafficking from the TGN ( Kirsch et al., 1994 ; Sanderfoot et al., 2001a ; Ebine et al., 2008 ). However, the mechanism of recycling of VSR1 from the PVC to the TGN is not yet fully understood. A complex containing the SNAREs SYP41, SYP61, and VTI12 and the Sec1/Munc18-like protein AtVPS45, a potential regulator of vesicle fusion ( Dulubova et al., 2002 ; Bryant and James, 2003 ), is found at the TGN in Arabidopsis ( Arabidopsis thaliana ; Bassham and Raikhel, 1998 ; Bassham et al., 2000 )."
PMC3177255,PMC3177255_005,"SNAREs in the SYP41 complex, along with another SNARE, YKT61/62, were found to be sufficient for vesicle fusion in vitro ( Chen et al., 2005 ). Recently, AtVPS45 was suggested to be involved in the recycling of VSR1, as RNA interference knockdown of AtVPS45 expression causes mislocalization of VSR1 ( Zouhar et al., 2009 ). SYP41 and SYP42 are highly homologous t-SNAREs with 62% amino acid sequence identity. However, they form separate complexes with AtVPS45 in different subdomains of the TGN ( Bassham et al., 2000 ) and are not functionally redundant, as individual syp41 and syp42 knockout mutants are gametophytic lethal ( Sanderfoot et al., 2001b ). A mutation in SYP61, another t-SNARE in the SYP41 complex ( Zhu et al., 2002 ), caused defects in osmotic stress tolerance and abscisic acid regulation of stomatal responses."
PMC3177255,PMC3177255_006,"The v-SNARE VTI12 is involved in trafficking of storage proteins ( Sanmartín et al., 2007 ) and a vti12 mutant showed an early-senescence phenotype under starvation conditions, suggesting that VTI12 is also involved in the autophagy pathway for the degradation of cellular contents ( Surpin et al., 2003 ). In addition to their function together in vesicle fusion, components of the SYP41 complex therefore also appear to be involved in distinct processes, suggesting that they may function in additional SNARE complexes. In this study, we identified a novel SYP41-interacting protein that we named TNO1 (for TGN-localized SYP41-interacting protein). TNO1 is a membrane protein at the TGN and is required for efficient vacuolar trafficking, consistent with the hypothesis that it functions together with the SYP41 SNARE complex."
PMC3177255,PMC3177255_007,"A tno1 knockout mutant has a salt and osmotic stress-sensitive phenotype, possibly due to the partial mislocalization of SYP61. A brefeldin A (BFA)-treated tno1 mutant showed a delay in formation of the BFA compartment, indicating that TNO1 could be important in TGN/endosome fusion events. We propose that TNO1 is involved in vacuolar trafficking and salt stress resistance by facilitating the vesicle fusion process."
PMC11500582,PMC11500582_000,"SNAREs play an important role in the process of membrane trafficking. In the present research, we investigated subcellular localization of an uncharacterized Arabidopsis thaliana protein reported to interact with a trans -Golgi network-localized Qa-SNARE, SYNTAXIN OF PLANTS 43. Based on the similarity of its amino acid sequence to metazoan fucosyltransferases, we have named this novel protein AtGTLP ( Arabidopsis thaliana G lycosyl T ransferase- L ike P rotein) and predicted that it should be a member of yet uncharacterized family of Arabidopsis fucosyltransferases, as it shows no significant sequence similarity to fucosyltransferases previously identified in Arabidopsis. AtGTLP is a membrane-anchored protein, which exhibits a type II-like topology, with a single transmembrane helix and a globular domain in the C-terminal part of its amino acid sequence."
PMC11500582,PMC11500582_001,"Colocalization data we collected suggest that AtGTLP should localize mainly to Golgi apparatus, especially to certain zones of trans -Golgi. As single atgtlp−/− mutants showed no obvious difference in phenotype (primary root length and fresh mass), AtGTLP and proteins related to AtGTLP with high similarity in amino acid sequences may have redundant functions. Keywords: glycosylation, Golgi apparatus, membrane trafficking, trans -Golgi network"
PMC5387210,PMC5387210_000,"We found that Arabidopsis thaliana TNO1 (TGN-localized SYP41-interacting protein), a putative tethering factor localized at the trans -Golgi network, affects root skewing. tno1 knockout mutants display enhanced root skewing and epidermal cell file rotation. Skewing of tno1 roots increases upon microtubule stabilization, but is insensitive to microtubule destabilization. Microtubule destabilization leads to severe defects in cell morphology in tno1 seedlings. Microtubule array orientation is unaffected in the mutant roots, suggesting that the increase in cell file rotation is independent of the orientation of microtubule arrays. We conclude that TNO1 modulates root skewing in a mechanism that is dependent on microtubules but is not linked to disruption of the orientation of microtubule arrays."
PMC5387210,PMC5387210_001,"In addition, TNO1 is required for maintenance of cell morphology in mature regions of roots and the base of hypocotyls. The TGN-localized SNARE machinery might therefore be important for appropriate epidermal cell file rotation and cell expansion during root growth. Keywords: t rans-Golgi network, Root movement, Cell file rotation, Tethering factor, Microtubules"
PMC4642138,PMC4642138_000,"The trans -Golgi network (TGN) is a dynamic organelle that functions as a relay station for receiving endocytosed cargo, directing secretory cargo, and trafficking to the vacuole. TGN-localized SYP41-interacting protein (TNO1) is a large, TGN-localized, coiled-coil protein that associates with the membrane fusion protein SYP41, a target SNARE, and is required for efficient protein trafficking to the vacuole. Here, we show that a tno1 mutant has auxin transport-related defects. Mutant roots have delayed lateral root emergence, decreased gravitropic bending of plant organs and increased sensitivity to the auxin analog 2,4-dichlorophenoxyacetic acid and the natural auxin 3-indoleacetic acid. Auxin asymmetry at the tips of elongating stage II lateral roots was reduced in the tno1 mutant, suggesting a role for TNO1 in cellular auxin transport during lateral root emergence."
PMC4642138,PMC4642138_001,"During gravistimulation, tno1 roots exhibited delayed auxin transport from the columella to the basal epidermal cells. Endocytosis to the TGN was unaffected in the mutant, indicating that bulk endocytic defects are not responsible for the observed phenotypes. Together these studies demonstrate a role for TNO1 in mediating auxin responses during root development and gravistimulation, potentially through trafficking of auxin transport proteins. Keywords: auxin, trans -Golgi network, lateral root, gravitropism, tethering factor"
PMC5387210,PMC5387210_000,"We found that Arabidopsis thaliana TNO1 (TGN-localized SYP41-interacting protein), a putative tethering factor localized at the trans -Golgi network, affects root skewing. tno1 knockout mutants display enhanced root skewing and epidermal cell file rotation. Skewing of tno1 roots increases upon microtubule stabilization, but is insensitive to microtubule destabilization. Microtubule destabilization leads to severe defects in cell morphology in tno1 seedlings. Microtubule array orientation is unaffected in the mutant roots, suggesting that the increase in cell file rotation is independent of the orientation of microtubule arrays. We conclude that TNO1 modulates root skewing in a mechanism that is dependent on microtubules but is not linked to disruption of the orientation of microtubule arrays."
PMC5387210,PMC5387210_001,"In addition, TNO1 is required for maintenance of cell morphology in mature regions of roots and the base of hypocotyls. The TGN-localized SNARE machinery might therefore be important for appropriate epidermal cell file rotation and cell expansion during root growth. Keywords: t rans-Golgi network, Root movement, Cell file rotation, Tethering factor, Microtubules"
PMC2915878,PMC2915878_000,"Maintaining the proximity of centrosomes to nuclei is important in several cellular contexts, and LINC complexes formed by SUN and KASH proteins are crucial in this process. Here, we characterize the presumed Drosophila ortholog of the mammalian SUN protein, sperm-associated antigen 4 (Spag4, previously named Giacomo), and demonstrate that Spag4 is required for centriole and nuclear attachment during spermatogenesis. Production of spag4 mRNA is limited to the testis, and Spag4 protein shows a dynamic pattern of association with the germline nuclei, including a concentration of protein at the site of attachment of the single spermatid centriole. In the absence of Spag4, nuclei and centrioles or basal bodies (BBs) dissociate from each other after meiosis."
